Entry,TRYName,matchType,Confidence,GBIFStatus,rank,AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,GrowthForm,Notes
801,Bauhinia variegata,EXACT,100,ACCEPTED,SPECIES,Bauhinia variegata,Bauhinia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
802,Begonia decandra,EXACT,99,ACCEPTED,SPECIES,Begonia decandra,Begonia,Begoniaceae,Cucurbitales,Magnoliopsida,Tracheophyta,,
803,Beilschmiedia brasiliensis,EXACT,100,SYNONYM,SPECIES,Anaueria brasiliensis,Anaueria,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,Synonym to Anaueria brasiliensis according to GBIF
804,Beilschmiedia curviramea,EXACT,100,ACCEPTED,SPECIES,Beilschmiedia curviramea,Beilschmiedia,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
805,Beilschmiedia latifolia,EXACT,100,ACCEPTED,SPECIES,Beilschmiedia latifolia,Beilschmiedia,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
806,Beilschmiedia ovalis,EXACT,100,ACCEPTED,SPECIES,Beilschmiedia ovalis,Beilschmiedia,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
807,Beilschmiedia pendula,EXACT,100,ACCEPTED,SPECIES,Beilschmiedia pendula,Beilschmiedia,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
808,Beilschmiedia sp,EXACT,80,ACCEPTED,GENUS,Beilschmiedia,Beilschmiedia,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
809,Beilschmiedia tovarensis,EXACT,100,ACCEPTED,SPECIES,Beilschmiedia tovarensis,Beilschmiedia,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,,
810,Bejaria aestuans,EXACT,99,ACCEPTED,SPECIES,Bejaria aestuans,Bejaria,Ericaceae,Ericales,Magnoliopsida,Tracheophyta,,
811,Bellucia arborescens,EXACT,100,ACCEPTED,SPECIES,Bellucia arborescens,Bellucia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
812,Bellucia dichotoma,EXACT,100,SYNONYM,SPECIES,Bellucia imperialis,Bellucia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
813,Bellucia grossularioides,EXACT,100,ACCEPTED,SPECIES,Bellucia grossularioides,Bellucia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
814,Bellucia mespiloides,EXACT,100,ACCEPTED,SPECIES,Bellucia mespiloides,Bellucia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
815,Bellucia pentamera,EXACT,100,ACCEPTED,SPECIES,Bellucia pentamera,Bellucia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
816,Bellucia subandina,EXACT,100,ACCEPTED,SPECIES,Bellucia subandina,Bellucia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
817,Bellucia villosa,EXACT,100,ACCEPTED,SPECIES,Bellucia villosa,Bellucia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
818,Berberis sp,EXACT,80,ACCEPTED,GENUS,Berberis,Berberis,Berberidaceae,Ranunculales,Magnoliopsida,Tracheophyta,,
819,Bernardia dichotoma,EXACT,100,ACCEPTED,SPECIES,Bernardia dichotoma,Bernardia,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,
820,Bernoullia flammea,EXACT,100,ACCEPTED,SPECIES,Bernoullia flammea,Bernoullia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,
821,Bertholletia excelsa,EXACT,99,ACCEPTED,SPECIES,Bertholletia excelsa,Bertholletia,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,,
822,Bertiera guianensis,EXACT,100,ACCEPTED,SPECIES,Bertiera guianensis,Bertiera,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
823,Besleria lutea,EXACT,99,ACCEPTED,SPECIES,Besleria lutea,Besleria,Gesneriaceae,Lamiales,Magnoliopsida,Tracheophyta,,
824,Besleria quadrangulata,EXACT,100,ACCEPTED,SPECIES,Besleria quadrangulata,Besleria,Gesneriaceae,Lamiales,Magnoliopsida,Tracheophyta,,
825,Betula alleghaniensis,EXACT,100,ACCEPTED,SPECIES,Betula alleghaniensis,Betula,Betulaceae,Fagales,Magnoliopsida,Tracheophyta,,
826,Beureria cumanensis,EXACT,99,SYNONYM,SPECIES,Bourreria exsucca,Bourreria,Ehretiaceae,Boraginales,Magnoliopsida,Tracheophyta,,
827,Bidens pilosa,EXACT,100,ACCEPTED,SPECIES,Bidens pilosa,Bidens,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
828,Bidens shrevei,EXACT,100,ACCEPTED,SPECIES,Bidens shrevei,Bidens,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,
829,Bignonia aequinoctialis,EXACT,99,ACCEPTED,SPECIES,Bignonia aequinoctialis,Bignonia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
830,Bignonia binata,EXACT,100,ACCEPTED,SPECIES,Bignonia binata,Bignonia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
831,Bignonia corymbosa,EXACT,99,ACCEPTED,SPECIES,Bignonia corymbosa,Bignonia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
832,Bignonia heterophylla,MANUAL,99,SYNONYM,SPECIES,Pachyptera kerere,Pachyptera,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
833,Bignonia sp,HIGHERRANK,95,ACCEPTED,GENUS,Bignonia,Bignonia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
834,Bignoniaceae sp1,EXACT,98,ACCEPTED,FAMILY,Bignoniaceae,,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
835,Bignoniaceae sp2,EXACT,98,ACCEPTED,FAMILY,Bignoniaceae,,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,
836,Billbergia amoena,EXACT,100,ACCEPTED,SPECIES,Billbergia amoena,Billbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,
837,Billbergia macrolepis,EXACT,100,ACCEPTED,SPECIES,Billbergia macrolepis,Billbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,
838,Billbergia pallidiflora,EXACT,100,ACCEPTED,SPECIES,Billbergia pallidiflora,Billbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,
839,Billia hippocastanum,EXACT,100,SYNONYM,SPECIES,Billia rosea,Billia,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
840,Bixa arborea,EXACT,100,ACCEPTED,SPECIES,Bixa arborea,Bixa,Bixaceae,Malvales,Magnoliopsida,Tracheophyta,,
841,Bixa orellana,EXACT,100,ACCEPTED,SPECIES,Bixa orellana,Bixa,Bixaceae,Malvales,Magnoliopsida,Tracheophyta,,
842,Bixa platycarpa,EXACT,99,ACCEPTED,SPECIES,Bixa platycarpa,Bixa,Bixaceae,Malvales,Magnoliopsida,Tracheophyta,,
843,Bixa urucurana,EXACT,100,ACCEPTED,SPECIES,Bixa urucurana,Bixa,Bixaceae,Malvales,Magnoliopsida,Tracheophyta,,
844,Blakea foliacea,EXACT,100,ACCEPTED,SPECIES,Blakea foliacea,Blakea,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
845,Blakea monticola,EXACT,100,ACCEPTED,SPECIES,Blakea monticola,Blakea,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
846,Blakea parasitica,EXACT,100,ACCEPTED,SPECIES,Blakea parasitica,Blakea,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
847,Blakea rosea,EXACT,100,ACCEPTED,SPECIES,Blakea rosea,Blakea,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
848,Blakea sp,EXACT,80,ACCEPTED,GENUS,Blakea,Blakea,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
849,Blakea trinervia,EXACT,99,ACCEPTED,SPECIES,Blakea trinervia,Blakea,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,
850,Blechnum occidentale,EXACT,100,ACCEPTED,SPECIES,Blechnum occidentale,Blechnum,Blechnaceae,Polypodiales,Polypodiopsida,Tracheophyta,,
851,Blechnum sp,EXACT,80,ACCEPTED,GENUS,Blechnum,Blechnum,Blechnaceae,Polypodiales,Polypodiopsida,Tracheophyta,,
852,Blechum costaricense,EXACT,100,SYNONYM,SPECIES,Ruellia costaricensis,Ruellia,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,
853,Blepharidium guatemalense,EXACT,100,ACCEPTED,SPECIES,Blepharidium guatemalense,Blepharidium,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
854,Blepharocalyx eggersii,EXACT,100,ACCEPTED,SPECIES,Blepharocalyx eggersii,Blepharocalyx,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,,
855,Blepharocalyx salicifolius,EXACT,100,ACCEPTED,SPECIES,Blepharocalyx salicifolius,Blepharocalyx,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,,
856,Blepharodon mucronatum,EXACT,100,SYNONYM,SPECIES,Vailia anomala,Vailia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,
857,Blighia sapida,EXACT,100,ACCEPTED,SPECIES,Blighia sapida,Blighia,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,,
858,Bocageopsis mattogrossensis,EXACT,100,ACCEPTED,SPECIES,Bocageopsis mattogrossensis,Bocageopsis,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
859,Bocageopsis multiflora,EXACT,100,ACCEPTED,SPECIES,Bocageopsis multiflora,Bocageopsis,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
860,Bocageopsis sp,EXACT,80,ACCEPTED,GENUS,Bocageopsis,Bocageopsis,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,
861,Bocconia frutescens,EXACT,100,ACCEPTED,SPECIES,Bocconia frutescens,Bocconia,Papaveraceae,Ranunculales,Magnoliopsida,Tracheophyta,,
862,Bocoa prouacensis,EXACT,100,ACCEPTED,SPECIES,Bocoa prouacensis,Bocoa,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
863,Bocoa prouaencis,EXACT,100,ACCEPTED,SPECIES,Bocoa prouacensis,Bocoa,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
864,Bocoa viridiflora,EXACT,100,ACCEPTED,SPECIES,Bocoa viridiflora,Bocoa,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,
865,Boehmeria caudata,EXACT,99,ACCEPTED,SPECIES,Boehmeria caudata,Boehmeria,Urticaceae,Rosales,Magnoliopsida,Tracheophyta,,
866,Bolbitis portoricensis,EXACT,100,ACCEPTED,SPECIES,Bolbitis portoricensis,Bolbitis,Dryopteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,,
867,Bomarea glaucescens,EXACT,100,ACCEPTED,SPECIES,Bomarea glaucescens,Bomarea,Alstroemeriaceae,Liliales,Liliopsida,Tracheophyta,,
868,Bomarea sp,EXACT,80,ACCEPTED,GENUS,Bomarea,Bomarea,Alstroemeriaceae,Liliales,Liliopsida,Tracheophyta,,
869,Bombacopsis sp,HIGHERRANK,96,SYNONYM,GENUS,Pachira,Pachira,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,
870,Bonamia maripoide,FUZZY,96,ACCEPTED,SPECIES,Bonamia maripoides,Bonamia,Convolvulaceae,Solanales,Magnoliopsida,Tracheophyta,,
871,Bonamia maripoides,EXACT,100,ACCEPTED,SPECIES,Bonamia maripoides,Bonamia,Convolvulaceae,Solanales,Magnoliopsida,Tracheophyta,,
872,Bonamia trichantha,EXACT,100,ACCEPTED,SPECIES,Bonamia trichantha,Bonamia,Convolvulaceae,Solanales,Magnoliopsida,Tracheophyta,,
873,Bonellia macrocarpa,EXACT,100,ACCEPTED,SPECIES,Bonellia macrocarpa,Bonellia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,
874,Bonellia macrocarpa subsp. pungens,EXACT,100,ACCEPTED,SPECIES,Bonellia macrocarpa,Bonellia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,Excluded subspecies information (subsp. pungens)
875,Bonellia nervosa,EXACT,100,ACCEPTED,SPECIES,Bonellia nervosa,Bonellia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,
876,Bonellia umbellata,EXACT,100,ACCEPTED,SPECIES,Bonellia umbellata,Bonellia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,
877,Boraginaceae sp,EXACT,80,ACCEPTED,FAMILY,Boraginaceae,,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,,
878,Borojoa axiglab,MANUAL,95,ACCEPTED,GENUS,Alibertia,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Epithet misspelt; kept genus only
879,Borojoa panamensis,EXACT,100,SYNONYM,SPECIES,Alibertia dwyeri,Alibertia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
880,Bosques nublados,HIGHERRANK,99,ACCEPTED,KINGDOM,,,,,,,,Too generic description
881,Botryarrhena pendula,EXACT,100,ACCEPTED,SPECIES,Botryarrhena pendula,Botryarrhena,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,
882,Bougainvillea glabra,EXACT,99,ACCEPTED,SPECIES,Bougainvillea glabra,Bougainvillea,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,
883,Bougainvillea modesta,EXACT,100,ACCEPTED,SPECIES,Bougainvillea modesta,Bougainvillea,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,
884,Bougainvillea spectabilis,EXACT,100,ACCEPTED,SPECIES,Bougainvillea spectabilis,Bougainvillea,Nyctaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,
