TRYName,Duplicated,Confidence,WFOMatchedName,WFOStatus,WFOAccepted,GBIFstatus,AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,GrowthForm,Sources,Notes
Sterculia rebeccae,FALSE,1,Sterculia rebeccae,Accepted,Sterculia rebeccae,ACCEPTED,Sterculia rebeccae,Sterculia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sterculia recordiana,FALSE,1.00,Sterculia recordiana,Accepted,Sterculia recordiana,ACCEPTED,Sterculia recordiana,Sterculia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sterculia rugosa,FALSE,1.00,Sterculia rugosa,Accepted,Sterculia rugosa,ACCEPTED,Sterculia rugosa,Sterculia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sterculia speciosa,FALSE,1.00,Sterculia speciosa,Accepted,Sterculia speciosa,ACCEPTED,Sterculia speciosa,Sterculia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sterculia striata,FALSE,1.00,Sterculia striata,Accepted,Sterculia striata,ACCEPTED,Sterculia striata,Sterculia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,gbif,
Sterculia tessmannii,FALSE,1.00,Sterculia tessmannii,Accepted,Sterculia tessmannii,ACCEPTED,Sterculia tessmannii,Sterculia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sterculia villifera,FALSE,1.00,Sterculia villifera,Accepted,Sterculia villifera,ACCEPTED,Sterculia villifera,Sterculia,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sterigmapetalum obovatum,FALSE,1.00,Sterigmapetalum obovatum,Accepted,Sterigmapetalum obovatum,ACCEPTED,Sterigmapetalum obovatum,Sterigmapetalum,Rhizophoraceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sticherus bifidus,FALSE,1.00,Sticherus bifidus,Accepted,Sticherus bifidus,ACCEPTED,Sticherus bifidus,Sticherus,Gleicheniaceae,Gleicheniales,Polypodiopsida,Tracheophyta,,wfo;gbif,
Sticherus nudus,FALSE,1.00,Sticherus nudus,Accepted,Sticherus nudus,ACCEPTED,Sticherus nudus,Sticherus,Gleicheniaceae,Gleicheniales,Polypodiopsida,Tracheophyta,,wfo;gbif,
Stigmaphyllon ellipticum,FALSE,1.00,Stigmaphyllon ellipticum,Accepted,Stigmaphyllon ellipticum,ACCEPTED,Stigmaphyllon ellipticum,Stigmaphyllon,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stigmaphyllon emarginatum,FALSE,1.00,Stigmaphyllon emarginatum,Accepted,Stigmaphyllon emarginatum,ACCEPTED,Stigmaphyllon emarginatum,Stigmaphyllon,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stigmaphyllon hypargyreum,FALSE,1.00,Stigmaphyllon hypargyreum,Accepted,Stigmaphyllon hypargyreum,ACCEPTED,Stigmaphyllon hypargyreum,Stigmaphyllon,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stigmaphyllon lindenianum,FALSE,1.00,Stigmaphyllon lindenianum,Accepted,Stigmaphyllon lindenianum,ACCEPTED,Stigmaphyllon lindenianum,Stigmaphyllon,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stigmaphyllon puberulum,FALSE,1.00,Stigmaphyllon puberulum,Accepted,Stigmaphyllon puberulum,ACCEPTED,Stigmaphyllon puberulum,Stigmaphyllon,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stigmaphyllon puberum,FALSE,1.00,Stigmaphyllon puberum,Accepted,Stigmaphyllon puberum,ACCEPTED,Stigmaphyllon puberum,Stigmaphyllon,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stillingia dichotoma,FALSE,1.00,Stillingia dichotoma,Accepted,Stillingia dichotoma,ACCEPTED,Stillingia dichotoma,Stillingia,Euphorbiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stizophyllum inaequilaterum,FALSE,1.00,Stizophyllum inaequilaterum,Accepted,Stizophyllum inaequilaterum,ACCEPTED,Stizophyllum inaequilaterum,Stizophyllum,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stizophyllum riparium,FALSE,1.00,Stizophyllum riparium,Accepted,Stizophyllum riparium,ACCEPTED,Stizophyllum riparium,Stizophyllum,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Streptocalyx floribundus,FALSE,1.00,Streptocalyx floribundus,Accepted,Streptocalyx floribundus,SYNONYM,Aechmea floribunda,Aechmea,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,tropicos,
Stromanthe jacquinii,FALSE,1.00,Stromanthe jacquinii,Accepted,Stromanthe jacquinii,ACCEPTED,Stromanthe jacquinii,Stromanthe,Marantaceae,Zingiberales,Liliopsida,Tracheophyta,,wfo;gbif,
Strychnos,FALSE,1.00,Strychnos,Accepted,Strychnos,ACCEPTED,Strychnos,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos bicolor,FALSE,1.00,Strychnos bicolor,Accepted,Strychnos bicolor,ACCEPTED,Strychnos bicolor,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,gbif,
Strychnos brachistantha,FALSE,1.00,Strychnos brachistantha,Accepted,Strychnos brachistantha,ACCEPTED,Strychnos brachistantha,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos brasiliensis,FALSE,1.00,Strychnos brasiliensis,Accepted,Strychnos brasiliensis,ACCEPTED,Strychnos brasiliensis,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,gbif,
Strychnos bredemeyeri,FALSE,1.00,Strychnos bredemeyeri,Accepted,Strychnos bredemeyeri,ACCEPTED,Strychnos bredemeyeri,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos chlorantha,FALSE,1.00,Strychnos chlorantha,Accepted,Strychnos chlorantha,ACCEPTED,Strychnos chlorantha,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos guianensis,FALSE,1.00,Strychnos guianensis,Accepted,Strychnos guianensis,ACCEPTED,Strychnos guianensis,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos mitscherlichii,FALSE,1.00,Strychnos mitscherlichii,Accepted,Strychnos mitscherlichii,ACCEPTED,Strychnos mitscherlichii,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos nigricans,FALSE,1.00,Strychnos nigricans,Accepted,Strychnos nigricans,ACCEPTED,Strychnos nigricans,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos panamensis,FALSE,1.00,Strychnos panamensis,Accepted,Strychnos panamensis,ACCEPTED,Strychnos panamensis,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos panurensis,FALSE,1.00,Strychnos panurensis,Accepted,Strychnos panurensis,ACCEPTED,Strychnos panurensis,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos parvifolia,FALSE,1.00,Strychnos parvifolia,Accepted,Strychnos parvifolia,ACCEPTED,Strychnos parvifolia,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos peckii,FALSE,1.00,Strychnos peckii,Accepted,Strychnos peckii,ACCEPTED,Strychnos peckii,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos pseudoquina,FALSE,1.00,Strychnos pseudoquina,Accepted,Strychnos pseudoquina,ACCEPTED,Strychnos pseudoquina,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos rubiginosa,FALSE,1.00,Strychnos rubiginosa,Accepted,Strychnos rubiginosa,ACCEPTED,Strychnos rubiginosa,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,gbif,
Strychnos subcordata,FALSE,1,Strychnos subcordata,Accepted,Strychnos subcordata,ACCEPTED,Strychnos subcordata,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos tarapotensis,FALSE,1.00,Strychnos tarapotensis,Accepted,Strychnos tarapotensis,ACCEPTED,Strychnos tarapotensis,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Strychnos toxifera,FALSE,1.00,Strychnos toxifera,Accepted,Strychnos toxifera,ACCEPTED,Strychnos toxifera,Strychnos,Loganiaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron,FALSE,1.00,Stryphnodendron,Accepted,Stryphnodendron,ACCEPTED,Stryphnodendron,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron adstringens,FALSE,1.00,Stryphnodendron adstringens,Accepted,Stryphnodendron adstringens,ACCEPTED,Stryphnodendron adstringens,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron barbadetimao,FALSE,0.99,Stryphnodendron barbadetimam,Synonym,Stryphnodendron adstringens,ACCEPTED,Stryphnodendron adstringens,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif;wfo,NGEE-Tropics entry
Stryphnodendron barbatimao,FALSE,0.98,Stryphnodendron barbatimam,Synonym,Stryphnodendron adstringens,ACCEPTED,Stryphnodendron adstringens,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron guianense,FALSE,1.00,Stryphnodendron guianense,Accepted,Stryphnodendron guianense,ACCEPTED,Stryphnodendron guianense,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron Mart.,FALSE,1.00,Stryphnodendron,Accepted,Stryphnodendron,ACCEPTED,Stryphnodendron,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Stryphnodendron microstachyum,FALSE,1.00,Stryphnodendron microstachyum,Accepted,Stryphnodendron microstachyum,ACCEPTED,Stryphnodendron microstachyum,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron moricolor,FALSE,1.00,Stryphnodendron moricolor,Accepted,Stryphnodendron moricolor,ACCEPTED,Stryphnodendron moricolor,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron obovatum,FALSE,1.00,Stryphnodendron obovatum,Accepted,Stryphnodendron obovatum,ACCEPTED,Stryphnodendron obovatum,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif;wfo,NGEE-Tropics entry
Stryphnodendron paniculatum,FALSE,1.00,Stryphnodendron paniculatum,Accepted,Stryphnodendron paniculatum,ACCEPTED,Stryphnodendron paniculatum,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron polyphyllum,FALSE,1.00,Stryphnodendron polyphyllum,Accepted,Stryphnodendron polyphyllum,ACCEPTED,Stryphnodendron polyphyllum,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Stryphnodendron polystachyum,FALSE,1.00,Stryphnodendron polystachyum,Accepted,Stryphnodendron polystachyum,ACCEPTED,Stryphnodendron polystachyum,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron porcatum,FALSE,1.00,Stryphnodendron porcatum,Accepted,Stryphnodendron porcatum,ACCEPTED,Stryphnodendron porcatum,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stryphnodendron pulcherrimum,FALSE,1.00,Stryphnodendron pulcherrimum,Accepted,Stryphnodendron pulcherrimum,ACCEPTED,Stryphnodendron pulcherrimum,Stryphnodendron,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styloceras brokawii,FALSE,1.00,Styloceras brokawii,Accepted,Styloceras brokawii,ACCEPTED,Styloceras brokawii,Styloceras,Buxaceae,Buxales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stylogyne ardisioides,FALSE,1.00,Stylogyne ardisioides,Accepted,Stylogyne ardisioides,ACCEPTED,Stylogyne ardisioides,Stylogyne,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stylogyne lhotzkyana,FALSE,1.00,Stylogyne lhotzkyana,Accepted,Stylogyne lhotzkyana,ACCEPTED,Stylogyne lhotzkyana,Stylogyne,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,gbif,
Stylogyne longifolia,FALSE,1.00,Stylogyne longifolia,Accepted,Stylogyne longifolia,ACCEPTED,Stylogyne longifolia,Stylogyne,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stylogyne turbacensis,FALSE,1.00,Stylogyne turbacensis,Accepted,Stylogyne turbacensis,ACCEPTED,Stylogyne turbacensis,Stylogyne,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Stylogyne turbacensis subsp. laevis,FALSE,1.00,Stylogyne turbacensis subsp. laevis,Accepted,Stylogyne turbacensis,ACCEPTED,Stylogyne turbacensis,Stylogyne,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,Excluded subspecies information (subsp. laevis)
Stylosanthes viscosa,FALSE,1.00,Stylosanthes viscosa,Accepted,Stylosanthes viscosa,ACCEPTED,Stylosanthes viscosa,Stylosanthes,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Styphnolobium parviflorum,FALSE,1.00,Styphnolobium parviflorum,Accepted,Styphnolobium parviflorum,ACCEPTED,Styphnolobium parviflorum,Styphnolobium,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax,FALSE,1.00,Styrax,Accepted,Styrax,ACCEPTED,Styrax,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax argenteus,FALSE,1.00,Styrax argenteus,Accepted,Styrax argenteus,ACCEPTED,Styrax argenteus,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax camporum,FALSE,1.00,Styrax camporum,Accepted,Styrax camporum,ACCEPTED,Styrax camporum,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax ferrugineus,FALSE,1.00,Styrax ferrugineus,Accepted,Styrax ferrugineus,ACCEPTED,Styrax ferrugineus,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax foveolaria,FALSE,1.00,Styrax foveolaria,Accepted,Styrax foveolaria,ACCEPTED,Styrax foveolaria,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax glaber,FALSE,1.00,Styrax glaber,Accepted,Styrax glaber,ACCEPTED,Styrax glaber,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax guyanensis,FALSE,1.00,Styrax guyanensis,Accepted,Styrax guyanensis,ACCEPTED,Styrax guianensis,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax leprosus,FALSE,1.00,Styrax leprosus,Accepted,Styrax leprosus,ACCEPTED,Styrax leprosus,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,gbif,
Styrax pallidus,FALSE,1.00,Styrax pallidus,Accepted,Styrax pallidus,ACCEPTED,Styrax pallidus,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Styrax pohlii,FALSE,1.00,Styrax pohlii,Accepted,Styrax pohlii,ACCEPTED,Styrax pohlii,Styrax,Styracaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sucupira amarela,FALSE,0.31,Bowdichia nitida,Accepted,Bowdichia nitida,ACCEPTED,Bowdichia nitida,Bowdichia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign species
Sucupira arasa,FALSE,0.21,Bowdichia,Accepted,Bowdichia,ACCEPTED,Bowdichia,Bowdichia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; assumed sucupira; used literature and location to assign genus as sucupira without qualifiers may refer to multiple species
Sucupira preta,FALSE,0.31,Bowdichia virgilioides,Accepted,Bowdichia nitida,ACCEPTED,Bowdichia nitida,Bowdichia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign species
Sucuuba,FALSE,0.31,Himatanthus sucuuba,Accepted,Himatanthus sucuuba,SYNONYM,Himatanthus articulatus,Himatanthus,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign species
Suriana maritima,FALSE,1.00,Suriana maritima,Accepted,Suriana maritima,ACCEPTED,Suriana maritima,Suriana,Surianaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia,FALSE,1.00,Swartzia,Accepted,Swartzia,ACCEPTED,Swartzia,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia amshoffiana,FALSE,1.00,Swartzia amshoffiana,Accepted,Swartzia amshoffiana,ACCEPTED,Swartzia amshoffiana,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia arborescens,FALSE,1.00,Swartzia arborescens,Accepted,Swartzia arborescens,ACCEPTED,Swartzia arborescens,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia benthamiana,FALSE,1.00,Swartzia benthamiana,Accepted,Swartzia benthamiana,ACCEPTED,Swartzia benthamiana,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia benthamiana var. benthamiana,FALSE,1.00,Swartzia benthamiana var. benthamiana,Synonym,Swartzia benthamiana,ACCEPTED,Swartzia benthamiana,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia bombycina,FALSE,1.00,Swartzia bombycina,Accepted,Swartzia bombycina,ACCEPTED,Swartzia bombycina,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia brachyrachis,FALSE,1.00,Swartzia brachyrachis,Accepted,Swartzia brachyrachis,ACCEPTED,Swartzia brachyrhachis,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia brachyrachis var. snethlageae,FALSE,1.00,Swartzia brachyrachis var. snethlageae,Accepted,Swartzia brachyrachis,ACCEPTED,Swartzia brachyrhachis,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,Excluded variety information (var. snethlageae)
Swartzia canescens,FALSE,1.00,Swartzia canescens,Accepted,Swartzia canescens,ACCEPTED,Swartzia canescens,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia cardiosperma,FALSE,1.00,Swartzia cardiosperma,Accepted,Swartzia cardiosperma,ACCEPTED,Swartzia cardiosperma,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia colombiana,FALSE,1.00,Swartzia colombiana,Accepted,Swartzia colombiana,ACCEPTED,Swartzia colombiana,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia corrugata,FALSE,1.00,Swartzia corrugata,Accepted,Swartzia corrugata,ACCEPTED,Swartzia corrugata,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia cubensis,FALSE,1.00,Swartzia cubensis,Accepted,Swartzia cubensis,ACCEPTED,Swartzia cubensis,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia cuspidata,FALSE,1.00,Swartzia cuspidata,Accepted,Swartzia cuspidata,ACCEPTED,Swartzia cuspidata,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia flaemingii,FALSE,1,Swartzia flaemingii,Accepted,Swartzia flaemingii,ACCEPTED,Swartzia flaemingii,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia grandifolia,FALSE,1.00,Swartzia grandifolia,Accepted,Swartzia grandifolia,ACCEPTED,Swartzia grandifolia,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia guatemalensis,FALSE,1.00,Swartzia guatemalensis,Accepted,Swartzia guatemalensis,ACCEPTED,Swartzia guatemalensis,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia indet,FALSE,0.9,Swartzia,Accepted,Swartzia,ACCEPTED,Swartzia,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia ingaefolia,FALSE,1.00,Swartzia ingaefolia,Accepted,Swartzia ingaefolia,ACCEPTED,Swartzia ingaefolia,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia ingifolia,FALSE,1.00,Swartzia ingifolia,Accepted,Swartzia ingifolia,ACCEPTED,Swartzia ingifolia,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia jororii,FALSE,1,Swartzia jororii,Accepted,Swartzia jororii,ACCEPTED,Swartzia jorori,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia laevicarpa,FALSE,1,Swartzia laevicarpa,Accepted,Swartzia laevicarpa,ACCEPTED,Swartzia laevicarpa,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia lamellata,FALSE,1.00,Swartzia lamellata,Accepted,Swartzia lamellata,ACCEPTED,Swartzia lamellata,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Swartzia langsdorffii,FALSE,1.00,Swartzia langsdorffii,Accepted,Swartzia langsdorffii,ACCEPTED,Swartzia langsdorffii,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Swartzia laurifolia,FALSE,1.00,Swartzia laurifolia,Accepted,Swartzia laurifolia,ACCEPTED,Swartzia laurifolia,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia leblondii,FALSE,1.00,Swartzia leblondii,Accepted,Swartzia leblondii,SYNONYM,Swartzia guianensis,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia leiocalycina,FALSE,1.00,Swartzia leiocalycina,Accepted,Swartzia leiocalycina,ACCEPTED,Swartzia leiocalycina,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia leptopetala,FALSE,1.00,Swartzia leptopetala,Accepted,Swartzia leptopetala,ACCEPTED,Swartzia leptopetala,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia longistipitata,FALSE,1.00,Swartzia longistipitata,Accepted,Swartzia longistipitata,ACCEPTED,Swartzia longistipitata,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia macrocarpa,FALSE,1.00,Swartzia macrocarpa,Accepted,Swartzia macrocarpa,ACCEPTED,Swartzia macrocarpa,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia multijuga,FALSE,1.00,Swartzia multijuga,Accepted,Swartzia multijuga,ACCEPTED,Swartzia multijuga,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia myrtifolia,FALSE,1.00,Swartzia myrtifolia,Accepted,Swartzia myrtifolia,ACCEPTED,Swartzia myrtifolia,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia oblanceolata,FALSE,1.00,Swartzia oblanceolata,Accepted,Swartzia oblanceolata,ACCEPTED,Swartzia oblanceolata,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia panacoco,FALSE,1.00,Swartzia panacoco,Accepted,Swartzia panacoco,ACCEPTED,Swartzia panacoco,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia panacoco var. panacoco,FALSE,0.60,Swartzia panacoco,Accepted,Swartzia panacoco,ACCEPTED,Swartzia panacoco,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia panamensis,FALSE,1.00,Swartzia panamensis,Accepted,Swartzia panamensis,SYNONYM,Fairchildia panamensis,Fairchildia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia pickelii,FALSE,1.00,Swartzia pickelii,Accepted,Swartzia pickelii,ACCEPTED,Swartzia pickelii,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Swartzia polyphylla,FALSE,1.00,Swartzia polyphylla,Accepted,Swartzia polyphylla,ACCEPTED,Swartzia polyphylla,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia racemosa,FALSE,1.00,Swartzia racemosa,Accepted,Swartzia racemosa,ACCEPTED,Swartzia racemosa,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia recurva,FALSE,1.00,Swartzia recurva,Accepted,Swartzia recurva,ACCEPTED,Swartzia recurva,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia reticulata,FALSE,1.00,Swartzia reticulata,Accepted,Swartzia reticulata,ACCEPTED,Swartzia reticulata,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia schomburgkii,FALSE,1.00,Swartzia schomburgkii,Accepted,Swartzia schomburgkii,ACCEPTED,Swartzia schomburgkii,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia Schreb.,FALSE,1.00,Swartzia,Accepted,Swartzia,ACCEPTED,Swartzia,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Swartzia simplex,FALSE,1.00,Swartzia simplex,Accepted,Swartzia simplex,ACCEPTED,Swartzia simplex,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia simplex var. continentalis,FALSE,1.00,Swartzia simplex var. continentalis,Accepted,Swartzia simplex,ACCEPTED,Swartzia simplex,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,Excluded variety information (var. continentalis)
Swartzia simplex var. grandiflora,FALSE,1.00,Swartzia simplex var. grandiflora,Accepted,Swartzia simplex,ACCEPTED,Swartzia simplex,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,Excluded variety information (var. grandiflora)
