observation,LastName,Author,ScientificName,lon,lat,alt,site,country,continent,biome,ymean_temp,ymean_prec,ymean_pet,soil_type,sample_date,growth_form,plant_woodiness,leaf_phenology,sun_shade,dbh,height,a_amax,a_gsw,a_vcmax,a_jmax,a_rdmax,m_amax,SLA,single_leaf_area,wood_dens,leaf_dens,leaf_carbon,leaf_nitrogen,leaf_n_area,leaf_phosphorus,leaf_c2n,leaf_c2p,leaf_n2p,leaf_thick,wood_water_sat,wood_hydcond,wood_water_store,xylem_p12,xylem_p50,xylem_p88,leaf_pio_full,leaf_psi_tlp,leaf_elas_mod,leaf_rwc_tlp,leaf_toughness,leaf_f_punct,max_height,experiment,ValueKind,Count,reference,doi,Notes
375,Vaessen,Rens Vaessen,Licaria martiniana,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,2.3,,,,,,,,17.2,,,,,,,,,,,0.37,,,,,,,,,,,0.5189,0.0472,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
376,Vaessen,Rens Vaessen,Chrysophyllum lucentifolium,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.7,,,,,,,,17.3,,,,,,,,,,,0.18,,,,,,,,,,,0.4246,0.0386,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
377,Vaessen,Rens Vaessen,Unonopsis stipitata,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,1.9,,,,,,,,17.4,,,,,,,,,,,0.26,,,,,,,,,,,0.4953,0.0450,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
378,Vaessen,Rens Vaessen,Guarea kunthiana,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,4.2,,,,,,,,15.2,,,,,,,,,,,0.34,,,,,,,,,,,0.5189,0.0472,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
379,Vaessen,Rens Vaessen,Eugenia coffeifolia,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,1,,,,,,,,17.9,,,,,,,,,,,0.21,,,,,,,,,,,0.3538,0.0322,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
380,Vaessen,Rens Vaessen,Tovomita,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,2.3,,,,,,,,11,,,,,,,,,,,0.39,,,,,,,,,,,0.8963,0.0815,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
381,Vaessen,Rens Vaessen,Unonopsis stipitata,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,3,,,,,,,,14,,,,,,,,,,,0.38,,,,,,,,,,,0.6605,0.0601,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
382,Vaessen,Rens Vaessen,Protium sagotianum,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,1.9,,,,,,,,18.6,,,,,,,,,,,0.22,,,,,,,,,,,0.5661,0.0515,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
383,Vaessen,Rens Vaessen,,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.4,,,,,,,,15.7,,,,,,,,,,,0.18,,,,,,,,,,,0.7548,0.0686,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
384,Vaessen,Rens Vaessen,,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,3.5,,,,,,,,20.2,,,,,,,,,,,0.22,,,,,,,,,,,0.4246,0.0386,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
385,Vaessen,Rens Vaessen,Unonopsis stipitata,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,2.3,,,,,,,,15.6,,,,,,,,,,,0.3,,,,,,,,,,,0.5661,0.0515,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
386,Vaessen,Rens Vaessen,Licaria martiniana,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.7,,,,,,,,14.5,,,,,,,,,,,0.32,,,,,,,,,,,0.5897,0.0536,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
387,Vaessen,Rens Vaessen,Protium apiculatum,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,2,,,,,,,,17.2,,,,,,,,,,,0.23,,,,,,,,,,,0.3302,0.0300,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
388,Vaessen,Rens Vaessen,Quararibea duckei,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,3.2,,,,,,,,27.6,,,,,,,,,,,0.19,,,,,,,,,,,0.3538,0.0322,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
389,Vaessen,Rens Vaessen,,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.7,,,,,,,,19.5,,,,,,,,,,,0.22,,,,,,,,,,,0.6369,0.0579,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
390,Vaessen,Rens Vaessen,Virola michelii,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.4,,,,,,,,28.1,,,,,,,,,,,0.15,,,,,,,,,,,0.3302,0.0300,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
391,Vaessen,Rens Vaessen,Duroia aquatica,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.9,,,,,,,,30.9,,,,,,,,,,,0.24,,,,,,,,,,,0.4482,0.0408,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
392,Vaessen,Rens Vaessen,Quararibea duckei,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,2.3,,,,,,,,30.7,,,,,,,,,,,0.23,,,,,,,,,,,0.3538,0.0322,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
393,Vaessen,Rens Vaessen,,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.4,,,,,,,,17,,,,,,,,,,,0.25,,,,,,,,,,,0.8727,0.0794,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
394,Vaessen,Rens Vaessen,Inga alba,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,2.3,,,,,,,,19.2,,,,,,,,,,,0.19,,,,,,,,,,,0.5425,0.0493,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
395,Vaessen,Rens Vaessen,Talisia sylvatica,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,1.2,,,,,,,,11,,,,,,,,,,,0.27,,,,,,,,,,,0.8727,0.0794,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
396,Vaessen,Rens Vaessen,Unonopsis rufescens,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,1.6,,,,,,,,20.8,,,,,,,,,,,0.17,,,,,,,,,,,0.4482,0.0408,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
397,Vaessen,Rens Vaessen,Pouteria coriacea,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.9,,,,,,,,18.5,,,,,,,,,,,0.17,,,,,,,,,,,0.8256,0.0751,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
398,Vaessen,Rens Vaessen,,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,0.9,,,,,,,,14.7,,,,,,,,,,,0.19,,,,,,,,,,,0.6605,0.0601,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
399,Vaessen,Rens Vaessen,Protium apiculatum,-52.683,4.033,110,GF-NOU,French Guiana,South America,06 - Tropical Moist Forest,,,,,2018-09-01,Tree,Woody,,,1.8,,,,,,,,20,,,,,,,,,,,0.2,,,,,,,,,,,0.7076,0.0644,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
